18070;80;8
18079;80;8
18085;80;8
18093;90;9
18102;90;9
18112;90;9
18117;60;6
18125;90;9
18132;100;10
18150;80;8
18165;80;8
18174;80;8
18204;100;10
18214;70;7
18216;100;10
18221;80;8
18223;100;10
18242;80;8
18257;90;9
18258;80;8
18271;90;9
18287;80;8
18300;90;9
18320;80;8
18334;80;8
18336;80;8
18339;90;9
18340;90;9
18343;90;9
18354;80;8
18382;90;9
18383;90;9
18408;90;9
18460;80;8
18472;80;8
18484;80;8
18505;80;8
18506;80;8
18517;80;8
18523;80;8
